affy_U133Plus2
Genbank Acc	GO
AF147335	
AF075106	
W72518	
AA653638	
AA653638	
AW269750	
BU789637	
AI493734	
AK091473	
AI912900	
AA749262	
BU740192	
BC035826	
CA312240	
AK093910	
AI862062	
BC008052	
BQ006233	
BC036230	
AW069144	
AL832672	
BC036225	
BF529886	
BC042561	
BC039341	
CA442689	
BF438357	
AU146860	
BE675718	
BE675718	
AK093256	
AI984118	
AK097541	
AK097541	
BC040313	
BC040313	
AA809846	GO:0000785(chromatin) GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005634(nucleus) GO:0005667(transcription factor complex) GO:0005737(cytoplasm) GO:0006355(regulation of transcription, DNA-dependent)
AA416910	
AI623899	
AK074635	
AI968693	
BQ722176	
BC027347	
BC027347	
AI570261	
BC026316	
BU633700	
AW468382	
AW468382	
BC037788	
AL043159	
BM665099	
BC033536	
AA250798	
AW205303	
BC036212	
BC041378	
BC041378	
AI961822	
BE468097	
BC042871	
BC042871	
BC042465	
AK096761	
AK096761	
AW188458	
AI003930	
AW779022	
BQ213711	
AA431797	
AK098030	
BC042946	
BC037855	
AK097408	
AI955614	
BC043176	
AW590651	
CA444630	
AA972842	
AA972842	
BC037874	
BC043280	
BU681135	
BC035394	
BC031107	
BC038734	
BC040975	
AI220445	
BC027586	
AK090907	
AK055254	
BC033544	
AK092199	
AK092199	
AK096127	
AK096127	
AK098828	
AK093266	
BC036259	
BE503598	
BE503598	
AI147416	
AW151541	
BC042751	
AU156962	
AW511637	
N64762	
AK092662	
AA398018	
AF054998	
AW591765	
BI496583	
BC040673	
AI004453	
BC038783	
AA725584	
AA725584	
BG150294	
AU146588	
BM968434	
AK054840	
AL833022	
BU683708	
BU683708	
BC039389	
AI984490	
BC039448	
AA167563	
AA167563	
AW665155	
AW665155	
BC032911	
AI309207	
AI309207	
W31387	
BM677619	
X98206	
AL832760	
BC040680	
BC040680	
AL832765	
AL137653	
BC042673	
AL834350	
BC017736	
BC041343	
BC037339	
BU954744	
BU954744	
BC036206	
BC040598	
AK097099	
BC035399	
AI125308	
AL044130	
BC034574	
AI880383	
AI880383	
BC041344	
BC041905	
AL039811	
BC034817	
BC034817	
AI978831	
BE551038	
F10269	
AK092750	
AI537913	
BC035172	
BC028186	
AW028337	
AW028337	
BC039321	
BC043242	
AW102805	
BC020945	
BC042982	
BC039373	
BC039509	
BC042883	
BC034324	
BC038570	
BC043163	
BC015238	
BC040296	
BC012466	
AW080332	
BC030768	
BC039412	
BC030125	
BC015429	
AL037473	
BC034794	
BC031942	
AA062610	GO:0005794(Golgi apparatus) GO:0005798(Golgi-associated vesicle) GO:0005886(plasma membrane) GO:0006893(Golgi to plasma membrane transport) GO:0016020(membrane)
BC034630	
AL389954	
BC009643	
BC031306	
BC039440	
AA149621	
AI917078	
BC018460	
AW611486	
AA504152	
AF085883	
AF085883	
BC042048	
AF086074	
N23846	
AF085969	
BG197397	
AF085825	
BM352108	
AF085827	
AI140531	
BF724621	
BF724621	
BC015357	
AF161366	
AF161366	
AA905788	
BC035119	
BC040544	
BC040544	
BC040270	
BC041827	
BC043233	
BE675061	
BC036312	
AW063658	
AL691692	
AA344860	
AW474420	
AK093087	
AK093087	
BC038357	
BC043212	
BC043004	
BC041870	
BC036114	
BC040571	
BC041342	
BC040573	
BC037931	
AW418842	
AK095409	
AK095409	
BC041958	
BC035052	
BC043275	
BC043275	
BC041908	
AK094948	
AK094948	
AW572077	
AK057297	
AK054753	
AK097655	
BC039327	
AW025535	
AW025535	
BC040577	
BF110506	
BG055779	
BC033403	
AI806183	
AI806183	
BC043649	
AK097612	
BC037737	
BC006326	
BC035182	
BC035182	
BE044564	
BE044564	
BC033201	
BC041003	
BC043355	
BC029534	
AI288424	
AL552534	GO:0001658(ureteric bud branching) GO:0004872(receptor activity) GO:0005515(protein binding) GO:0005540(hyaluronic acid binding) GO:0007155(cell adhesion) GO:0009897(external side of plasma membrane) GO:0016020(membrane) GO:0016021(integral to membrane)
BE973909	
BE973909	
AW956783	
BG612458	GO:0000166(nucleotide binding) GO:0003754(chaperone activity) GO:0003773(heat shock protein activity) GO:0005515(protein binding) GO:0005524(ATP binding) GO:0005737(cytoplasm) GO:0005739(mitochondrion) GO:0005813(centrosome) GO:0005829(cytosol) GO:0006457(protein folding) GO:0006461(protein complex assembly) GO:0006950(response to stress) GO:0006952(defense response) GO:0006986(response to unfolded protein) GO:0007015(actin filament organization) GO:0007098(centrosome cycle) GO:0007283(spermatogenesis) GO:0007465(R7 cell fate commitment) GO:0008293(torso signaling pathway) GO:0008360(regulation of cell shape) GO:0008595(determination of anterior/posterior axis, embryo) GO:0009408(response to heat) GO:0042623(ATPase activity, coupled) GO:0042803(protein homodimerization activity) GO:0045187(regulation of circadian sleep/wake cycle, sleep) GO:0046685(response to arsenic) GO:0051082(unfolded protein binding)
AU140866	
U56250	
AU131482	
BG776483	
BC013914	
S76738	
AL545542	
AK098048	
BG248249	GO:0005198(structural molecule activity) GO:0005488(binding) GO:0005515(protein binding) GO:0005624(membrane fraction) GO:0005634(nucleus) GO:0005856(cytoskeleton) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0007155(cell adhesion) GO:0016055(Wnt receptor signaling pathway) GO:0030027(lamellipodium)
BC043594	
BC007947	
BF984340	
BG761185	
BM757251	
BG492376	
BE311922	
BU508235	GO:0003723(RNA binding) GO:0003743(translation initiation factor activity) GO:0005737(cytoplasm) GO:0006412(protein biosynthesis) GO:0006417(regulation of protein biosynthesis) GO:0006445(regulation of translation) GO:0006446(regulation of translational initiation)
AL566167	
AL566167	
BQ710550	
AK095055	
BI464019	
AA248753	
BU508042	
BC042832	
AK057791	
BE397239	
BF574523	GO:0005200(structural constituent of cytoskeleton) GO:0005515(protein binding) GO:0005859(muscle myosin) GO:0006938(sarcomere alignment) GO:0007517(muscle development) GO:0008307(structural constituent of muscle) GO:0030017(sarcomere) GO:0030018(Z disc) GO:0031430(M line)
AK091784	
AL832144	
BU171496	
BU171496	
BQ944989	
BC024748	
AV722518	
AV722518	
BM823647	
BG261090	
BU175810	GO:0003779(actin binding) GO:0005200(structural constituent of cytoskeleton) GO:0005741(mitochondrial outer membrane) GO:0005884(actin filament) GO:0005885(Arp2/3 protein complex) GO:0007010(cytoskeleton organization and biogenesis) GO:0007015(actin filament organization) GO:0008064(regulation of actin polymerization and/or depolymerization) GO:0015629(actin cytoskeleton) GO:0030100(regulation of endocytosis) GO:0030479(actin cortical patch)
BG109597	
BC020911	
AK096484	
AL832249	
AL552001	
BI857154	
AL556703	
AL834156	
BF692729	
BC017239	
BC017239	
BG389789	
BG112612	
BC001576	
BC001576	
BU553712	
BC001525	
BM989131	
BF380051	
BG202523	
BQ219651	
BG913589	
R00124	
AK094506	
AK093616	
BI832461	
AL526467	
W21283	
BM546261	
AK055438	
AK055438	
AK096921	
BG542899	
BG542899	
AL562860	
BM545032	
BC032240	
BC032240	
BG778320	
BU584635	
BG769410	
BE379787	
BI918028	
BI918028	
AK092709	
BM449961	
BC019017	
BQ709323	
BQ709323	
BE730158	
X87832	
AL831862	
AK027160	
BC036602	
BG030541	
BG030541	
BE092211	
AF289551	
AL832443	
BC040953	
BC040953	
BM824870	
BM824870	
AL040547	
BG746017	
AK093016	
BM050463	
AJ388663	
AK090706	
BG981988	GO:0005739(mitochondrion) GO:0005743(mitochondrial inner membrane) GO:0006754(ATP biosynthesis) GO:0006810(transport) GO:0006811(ion transport) GO:0015078(hydrogen ion transporter activity) GO:0015992(proton transport) GO:0016021(integral to membrane) GO:0045263(proton-transporting ATP synthase complex, coupling factor F(o)) GO:0046872(metal ion binding) GO:0046933(hydrogen-transporting ATP synthase activity, rotational mechanism) GO:0046961(hydrogen-transporting ATPase activity, rotational mechanism)
AF146693	
AB075827	GO:0000004(biological process unknown) GO:0003676(nucleic acid binding) GO:0005554(molecular function unknown) GO:0005622(intracellular) GO:0006355(regulation of transcription, DNA-dependent) GO:0008372(cellular component unknown)
AB075827	GO:0000004(biological process unknown) GO:0003676(nucleic acid binding) GO:0005554(molecular function unknown) GO:0005622(intracellular) GO:0006355(regulation of transcription, DNA-dependent) GO:0008372(cellular component unknown)
BC014496	
BC014496	
BG819064	
BI860269	
BG204230	
W73431	
AI889922	
AK056606	
AL039795	
BG767702	GO:0000074(regulation of progression through cell cycle) GO:0000166(nucleotide binding) GO:0001764(neuron migration) GO:0004672(protein kinase activity) GO:0004674(protein serine/threonine kinase activity) GO:0004713(protein-tyrosine kinase activity) GO:0004715(non-membrane spanning protein tyrosine kinase activity) GO:0005515(protein binding) GO:0005524(ATP binding) GO:0005622(intracellular) GO:0005912(adherens junction) GO:0006468(protein amino acid phosphorylation) GO:0007154(cell communication) GO:0007169(transmembrane receptor protein tyrosine kinase signaling pathway) GO:0007242(intracellular signaling cascade) GO:0007254(JNK cascade) GO:0007391(dorsal closure) GO:0007456(eye development (sensu Endopterygota)) GO:0008360(regulation of cell shape) GO:0015631(tubulin binding) GO:0015758(glucose transport) GO:0016301(kinase activity) GO:0016740(transferase activity) GO:0018108(peptidyl-tyrosine phosphorylation) GO:0030900(forebrain development) GO:0042059(negative regulation of epidermal growth factor receptor signaling pathway) GO:0042552(myelination) GO:0046777(protein amino acid autophosphorylation) GO:0050875(cellular physiological process) EC 2 EC 2.7.1.37 EC 2.7.10.2
BG767702	GO:0000074(regulation of progression through cell cycle) GO:0000166(nucleotide binding) GO:0001764(neuron migration) GO:0004672(protein kinase activity) GO:0004674(protein serine/threonine kinase activity) GO:0004713(protein-tyrosine kinase activity) GO:0004715(non-membrane spanning protein tyrosine kinase activity) GO:0005515(protein binding) GO:0005524(ATP binding) GO:0005622(intracellular) GO:0005912(adherens junction) GO:0006468(protein amino acid phosphorylation) GO:0007154(cell communication) GO:0007169(transmembrane receptor protein tyrosine kinase signaling pathway) GO:0007242(intracellular signaling cascade) GO:0007254(JNK cascade) GO:0007391(dorsal closure) GO:0007456(eye development (sensu Endopterygota)) GO:0008360(regulation of cell shape) GO:0015631(tubulin binding) GO:0015758(glucose transport) GO:0016301(kinase activity) GO:0016740(transferase activity) GO:0018108(peptidyl-tyrosine phosphorylation) GO:0030900(forebrain development) GO:0042059(negative regulation of epidermal growth factor receptor signaling pathway) GO:0042552(myelination) GO:0046777(protein amino acid autophosphorylation) GO:0050875(cellular physiological process) EC 2 EC 2.7.1.37 EC 2.7.10.2
BC004474	
BG330076	GO:0005198(structural molecule activity) GO:0005515(protein binding) GO:0005856(cytoskeleton) GO:0005912(adherens junction) GO:0005913(cell-cell adherens junction) GO:0005915(zonula adherens) GO:0007155(cell adhesion) GO:0015629(actin cytoskeleton) GO:0030027(lamellipodium) GO:0045296(cadherin binding) GO:0051015(actin filament binding)
AU145147	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005730(nucleolus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent)
BC043614	
AK074465	
BM914560	
BC041979	
BC041979	
BF835228	
CA337502	
BU783259	
BC014318	
BC014318	
AL135731	
BC021210	
BE872433	
BE878126	
AI538880	
AK055448	
AK055448	
BU155802	GO:0000166(nucleotide binding) GO:0004672(protein kinase activity) GO:0004674(protein serine/threonine kinase activity) GO:0004713(protein-tyrosine kinase activity) GO:0005524(ATP binding) GO:0006468(protein amino acid phosphorylation) GO:0007519(striated muscle development) GO:0008372(cellular component unknown) GO:0016301(kinase activity) GO:0016740(transferase activity) EC 2 EC 2.7.1.37 EC 2.7.10.2
AK055559	
AL137366	
BU754431	
BC006120	
BM786513	
BF666293	
AK092668	
BQ277407	
AK098811	
BG200951	
BF037819	
BC037317	
AA885753	GO:0005102(receptor binding) GO:0007155(cell adhesion) GO:0007166(cell surface receptor linked signal transduction) GO:0007416(synaptogenesis) GO:0008594(photoreceptor cell morphogenesis (sensu Endopterygota)) GO:0045202(synapse)
BG745857	
AI200825	
AI200825	
BI905836	
BC029456	
AL832141	
AK090616	
AW473830	
AV710762	
AK094576	
BG702061	
BC029135	
BC029135	
AW408061	
AK097406	
AK097406	
BG722779	
BI524139	
BI524139	
AK093193	
AF393503	
AB002453	
BC035509	
BC035509	
AF085853	
BI715235	
BG535811	
AA806003	
BG210209	
AW081879	
AK055928	
AK075558	
BC036600	
BQ899060	
T10213	
T10213	
BG472587	
BC004283	
AA322821	GO:0004365(glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) activity) GO:0005737(cytoplasm) GO:0005739(mitochondrion) GO:0005829(cytosol) GO:0006006(glucose metabolism) GO:0006094(gluconeogenesis) GO:0006096(glycolysis) GO:0008943(glyceraldehyde-3-phosphate dehydrogenase activity) GO:0009434(flagellum (sensu Eukaryota)) GO:0016491(oxidoreductase activity) GO:0030317(sperm motility) GO:0042542(response to hydrogen peroxide) GO:0051287(NAD binding) EC 1 EC 1.2.1.12
BG538406	
AL832806	
R41806	
R41806	
BC033354	GO:0000004(biological process unknown) GO:0003676(nucleic acid binding) GO:0005554(molecular function unknown) GO:0005622(intracellular) GO:0006355(regulation of transcription, DNA-dependent) GO:0008372(cellular component unknown)
BC033354	GO:0000004(biological process unknown) GO:0003676(nucleic acid binding) GO:0005554(molecular function unknown) GO:0005622(intracellular) GO:0006355(regulation of transcription, DNA-dependent) GO:0008372(cellular component unknown)
BQ363771	
BC042076	
BC042076	
BF976693	
AB075861	
AB075861	
AW953994	
BC032469	
BC015390	
AK000786	
AK095957	
AW974642	
AW974642	
BC011266	
BC011002	
BI438189	
BC017507	
BC041103	
BC041103	
BE715671	
BE715671	
BC016797	
AL833429	
R08650	
BC032015	
BG704430	
S55277	
S55277	
BC040572	
AW206560	
AW827204	
BC032415	
BC032415	
BC040475	
BF056828	
AK094945	
BC035811	
BC041636	
BC041636	
AL707614	
BI596372	
BE156619	
BE156619	
AL833171	
AL832635	
AK096402	
AK095353	
AK095621	
AW292205	
AK056171	
AL534992	
AL534992	
AK098652	
AK098652	
BC022394	
AK074557	
BC020899	
BC041171	
BG204169	
BC041442	
BC041442	
AI631915	
AI631915	
AF086554	
BI832220	
BI832220	
AA187963	
CA336272	
AK057701	
CA773938	
AL832071	
AL706038	
BC013077	
AJ420563	
AK095480	
AK056609	
BU147359	
BC036868	
CA432736	
BC024723	
AL834164	
AK098117	
AK055523	
BC035082	
BU858019	
BM802340	
BG120535	
BG216852	
BG005406	
AL041824	
AL833428	
AI002966	
AK074686	
BQ082319	
W96237	
AL832308	
AK096657	
AL732134	
AF456465	
BC042993	
BF903461	
BE018269	
AK095105	
BC009212	
CA391628	
AK096683	
BC042064	
AW300804	
AY040090	
BM989952	
AA640703	
BQ649429	
AK093026	
AA532745	
AA532745	
CA337122	
CA337122	
AV688060	
AL536899	
BC040287	
BC040287	
BQ024803	
BQ024803	
AW665042	
AL833335	GO:0001700(embryonic development (sensu Insecta)) GO:0005391(sodium:potassium-exchanging ATPase activity) GO:0005524(ATP binding) GO:0005886(plasma membrane) GO:0005890(sodium:potassium-exchanging ATPase complex) GO:0005918(septate junction) GO:0006812(cation transport) GO:0006874(calcium ion homeostasis) GO:0008152(metabolism) GO:0008360(regulation of cell shape) GO:0015077(monovalent inorganic cation transporter activity) GO:0015672(monovalent inorganic cation transport) GO:0016820(hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances) GO:0019991(septate junction assembly) GO:0035152(regulation of tracheal tube architecture) GO:0035158(regulation of tracheal tube diameter) GO:0035159(regulation of tracheal tube length) EC 3.6.3 EC 3.6.3.9
BC040647	
AK054908	
AK074366	
BC019322	
AK057494	GO:0000004(biological process unknown) GO:0005554(molecular function unknown) GO:0008372(cellular component unknown)
BC041173	
BC033250	
AI698684	
BC016878	
BC039668	
BG426657	
BI254089	
AI989781	
AK098740	
AA297258	GO:0001786(phosphatidylserine binding) GO:0005178(integrin binding) GO:0005515(protein binding) GO:0005615(extracellular space) GO:0006910(phagocytosis, recognition) GO:0006911(phagocytosis, engulfment) GO:0007155(cell adhesion) GO:0007338(fertilization (sensu Metazoa)) GO:0008429(phosphatidylethanolamine binding) GO:0009897(external side of plasma membrane) GO:0019897(extrinsic to plasma membrane) GO:0050766(positive regulation of phagocytosis)
AL599685	
AA100736	
AL832032	
AK056534	
AK092592	
AK091163	
BC040565	
BC040177	
BU537720	GO:0000004(biological process unknown) GO:0000347(THO complex) GO:0000370(U2-type nuclear mRNA branch site recognition) GO:0000381(regulation of alternative nuclear mRNA splicing, via spliceosome) GO:0000398(nuclear mRNA splicing, via spliceosome) GO:0003724(RNA helicase activity) GO:0004004(ATP-dependent RNA helicase activity) GO:0005515(protein binding) GO:0005524(ATP binding) GO:0005634(nucleus) GO:0005681(spliceosome complex) GO:0006406(mRNA export from nucleus) GO:0008026(ATP-dependent helicase activity) GO:0008372(cellular component unknown) GO:0031202(RNA splicing factor activity, transesterification mechanism)
AK095699	
BC040612	
BG200452	
H11436	
AW072392	
AW072392	
BM724257	
BC040734	
AV725780	
AV724508	
BE708432	
BC023657	
BQ894022	
AI990940	GO:0000228(nuclear chromosome) GO:0000785(chromatin) GO:0003677(DNA binding) GO:0005634(nucleus) GO:0005694(chromosome) GO:0006323(DNA packaging) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0007001(chromosome organization and biogenesis (sensu Eukaryota))
AI990940	GO:0000228(nuclear chromosome) GO:0000785(chromatin) GO:0003677(DNA binding) GO:0005634(nucleus) GO:0005694(chromosome) GO:0006323(DNA packaging) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0007001(chromosome organization and biogenesis (sensu Eukaryota))
BC009467	
BM983749	
AI288186	
BG701300	
BG701300	
AV691156	
AW090182	
AW090182	
AF085937	
BI600341	
BF971035	
BG249246	
BC042676	
BG622833	
AL832613	
AL831857	
AL831857	
AK093260	
BI791845	
AI537367	
AY007143	
BC043430	
BG059052	
AK091415	
BC019922	GO:0000004(biological process unknown) GO:0005554(molecular function unknown) GO:0008372(cellular component unknown)
AK095567	
BM805933	
BU579943	
CA396863	
BM824035	
AK074900	
BE386445	
BU785956	
R30807	
R30807	
BE899474	
BG289896	
BC029857	
AA336502	
AL832759	
BG109249	
AA484731	
AA484731	
AK092089	
AK074371	
AK074371	
AA310888	
BC036879	
AK093641	
AK093141	
BC038752	
BC038752	
BC015999	
AB037831	
AB037831	
AK091819	
AK000686	
AU142380	
AK093577	
AK093577	
BI560542	GO:0000077(DNA damage checkpoint) GO:0000724(double-strand break repair via homologous recombination) GO:0000785(chromatin) GO:0000786(nucleosome) GO:0003677(DNA binding) GO:0003684(damaged DNA binding) GO:0005634(nucleus) GO:0005657(replication fork) GO:0005694(chromosome) GO:0006281(DNA repair) GO:0006310(DNA recombination) GO:0006334(nucleosome assembly) GO:0006974(response to DNA damage stimulus) GO:0007001(chromosome organization and biogenesis (sensu Eukaryota)) GO:0007049(cell cycle) GO:0007126(meiosis) GO:0007283(spermatogenesis)
BI560542	GO:0000077(DNA damage checkpoint) GO:0000724(double-strand break repair via homologous recombination) GO:0000785(chromatin) GO:0000786(nucleosome) GO:0003677(DNA binding) GO:0003684(damaged DNA binding) GO:0005634(nucleus) GO:0005657(replication fork) GO:0005694(chromosome) GO:0006281(DNA repair) GO:0006310(DNA recombination) GO:0006334(nucleosome assembly) GO:0006974(response to DNA damage stimulus) GO:0007001(chromosome organization and biogenesis (sensu Eukaryota)) GO:0007049(cell cycle) GO:0007126(meiosis) GO:0007283(spermatogenesis)
BG390627	
AK024805	
BG540230	
AV706340	
BF962082	
BF962082	
AI092855	
BC038558	
AK090661	
BC035084	
AK091716	
AL833240	
AL833240	
BC017743	
AK055769	
BG401696	
BG253800	
AW301002	
BQ710330	
AK094821	
AK094324	
BI561660	
BI561660	
BC035329	
BC037793	
BC038549	
AK000027	
AW963995	
AF147412	
AV661527	
AL713683	
AL713683	
AL703532	
BU940166	
BU940166	
AK056786	
AL832216	
BQ024490	
BQ024490	
AK091616	
AL833769	
AK095510	
AK095089	
AK097695	
AL833418	
BQ576193	
AK091796	
BC035336	
BC035336	
BU621663	
BG616498	
BC036887	
BQ434940	
BG701381	
BI549704	
AK027340	
BC043522	
BC043526	
BC043526	
BG707880	
BC016361	
AF075062	
S66168	
BF057089	
R76828	
AK057337	
BI868572	
BM354219	
AK096828	
AK096828	
AL834353	
AI309481	
AK058122	
AK058122	
AA442490	
AK054808	
AK093265	
AK002184	
BC021928	
BC021684	
BC019858	
BC020640	
BC017848	
BG536516	
BC043380	
CA776505	
BF673049	GO:0000004(biological process unknown) GO:0005515(protein binding) GO:0005881(cytoplasmic microtubule) GO:0005882(intermediate filament) GO:0008017(microtubule binding)
BC009533	
Y10508	
AL134162	
AL711520	
BC043574	
BF741770	
BU686397	
BU686397	
BC042451	
BC042451	
AF086478	
AF086478	
BU950597	
BC003120	
BC000602	
BC028232	
AI473255	
BG539683	
AK095236	
BG740880	
BF968081	
AA334950	
AL832258	
BM799976	
N52908	
BG741817	
BC043608	
BC043608	
BC040160	
BC040160	
BM547591	
AK090412	
BC042988	
AK092015	
AK097792	
BM465397	
BC042681	GO:0000004(biological process unknown) GO:0003676(nucleic acid binding) GO:0005554(molecular function unknown) GO:0005622(intracellular) GO:0005634(nucleus) GO:0006355(regulation of transcription, DNA-dependent) GO:0008270(zinc ion binding) GO:0008372(cellular component unknown)
AA654769	GO:0000122(negative regulation of transcription from RNA polymerase II promoter) GO:0003676(nucleic acid binding) GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0008270(zinc ion binding) GO:0008372(cellular component unknown) GO:0016481(negative regulation of transcription) GO:0016564(transcriptional repressor activity) GO:0042803(protein homodimerization activity) GO:0043565(sequence-specific DNA binding) GO:0046872(metal ion binding) GO:0046982(protein heterodimerization activity)
AK096768	
AA877122	
BC043382	
AK054714	
AK098502	
BC007784	
BC007784	
BC040628	
BU146074	
BC010635	
AL832042	
BM728567	
BC041355	
AL832653	
AL832653	
AL833770	
BC043225	
BC037172	
BI560014	
BI560014	
BM726977	
BE971457	
AK095499	
AA115234	
AL041078	
AL041381	
BC043180	
AK096808	
BU588923	
BC012538	
AK094860	
AA331299	
AA331299	
BC041465	
AK097148	
U25975	GO:0000165(MAPKKK cascade) GO:0000166(nucleotide binding) GO:0003824(catalytic activity) GO:0004672(protein kinase activity) GO:0004674(protein serine/threonine kinase activity) GO:0004702(receptor signaling protein serine/threonine kinase activity) GO:0004713(protein-tyrosine kinase activity) GO:0005515(protein binding) GO:0005524(ATP binding) GO:0005634(nucleus) GO:0005737(cytoplasm) GO:0005856(cytoskeleton) GO:0005925(focal adhesion) GO:0006468(protein amino acid phosphorylation) GO:0007010(cytoskeleton organization and biogenesis) GO:0007155(cell adhesion) GO:0007254(JNK cascade) GO:0007391(dorsal closure) GO:0007411(axon guidance) GO:0008283(cell proliferation) GO:0008360(regulation of cell shape) GO:0016301(kinase activity) GO:0016358(dendrite development) GO:0016601(Rac protein signal transduction) GO:0016740(transferase activity) GO:0030424(axon) GO:0030426(growth cone) GO:0050770(regulation of axonogenesis) EC 2 EC 2.7.1.37 EC 2.7.10.2
BC027905	
BC027905	
U00944	
AL598671	
BF677986	
BC041476	
BC035670	
AL355689	
BC035502	
BC039679	
AI199398	
AI199398	
AL109717	
BC032083	
AL831872	
BM146604	
AL833204	
BM193618	
BC035264	
AK056486	
AI678088	
AA825628	
AK021876	
T81826	
AK095307	
AK095307	
AK091668	
AK090692	
BC037784	
BC037784	
BC041967	
BE147896	
BE147896	
BC042916	
BC042916	
BC038720	
BG109846	
BF930294	
W01252	
AI767566	
BC038719	
BC029255	
BC042908	
BC042908	
BM014995	
BC036695	
BC039678	
BC038383	
BU176936	
BU176936	
AU140213	
AA861875	
BC009786	
BC037297	
BC037297	
AK027361	
AL832479	
AK057135	
AK026981	
AL048861	
BC041997	
H49481	
BQ773789	
AK098001	
BC036508	
AK094069	
AI871356	
AK096266	
BQ009051	
AK096918	
AK092991	
AK092114	
BG819763	
AA203121	
BC034996	
AK097109	
AL833178	
AL833178	
AL833150	
N92629	
AV730240	
BU929456	
BC029545	
BC029545	
BC040914	
BC002708	
AA969986	
BC031290	
BC038578	
AL360145	
AL713771	
BG025779	
BC040870	
AA781731	
BC038391	GO:0000004(biological process unknown) GO:0005554(molecular function unknown) GO:0008372(cellular component unknown)
BC038391	GO:0000004(biological process unknown) GO:0005554(molecular function unknown) GO:0008372(cellular component unknown)
BF972755	
BF339860	
BU569729	
BC029450	
BC035142	
BC039687	
AW750026	
AA811339	
AF218941	
BQ709100	
BC010948	
BC042140	
BI826147	
AF087976	
AI637778	
AI637778	
AK026566	
AF339820	
AB067466	
BG397809	
AL833348	
AI363206	
AI363206	
AW022638	
AK095274	
AK092906	
AW191584	
AW191584	
AK056805	
AK093019	
BC021902	
AA483467	
BC021687	
AI147733	
BU729294	
BM662141	
BG341640	
BC043385	
AW292102	
AF507950	
AF507950	
AF507950	
N57659	
BC040632	
AI793125	
AK057536	
AL832902	
AK055100	
BC031557	
BG387892	
CA775752	
AI690081	
BM875362	
BC024252	
AK054607	
AK093362	
BC042046	
BC040303	
BC019672	
AI803547	
AW139103	
BC016339	
BC041457	
BC020897	
BC039180	
BC042366	
AF400500	
AF400500	
BC038746	
BI599409	
BC015903	
AF086000	
BI668873	
BC038198	
AF075070	
AF075070	
CA336449	GO:0005102(receptor binding) GO:0005615(extracellular space)
AL833045	
AF086401	
BC039419	
BC029479	
BI668018	
BC026261	
BC039533	
AV739195	
AV739195	
BI827290	
AV736725	
BC000817	
BG200365	
BG701653	GO:0005515(protein binding) GO:0005615(extracellular space) GO:0005624(membrane fraction) GO:0005886(plasma membrane) GO:0007271(synaptic transmission, cholinergic) GO:0008200(ion channel inhibitor activity) GO:0009405(pathogenesis) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0030550(acetylcholine receptor inhibitor activity)
BC035742	
AI084451	
BE644642	GO:0001778(plasma membrane repair) GO:0005215(transporter activity) GO:0005509(calcium ion binding) GO:0005764(lysosome) GO:0006810(transport) GO:0008021(synaptic vesicle) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0045202(synapse) GO:0046872(metal ion binding)
AF086109	
AA284248	
BE788667	
BC015986	
BG620958	
BI052176	
AK095622	
BC042096	
BC042096	
BC017071	
AB095935	
BE893129	
AA524609	
H04858	
AF306858	
AL162054	
AL162054	
AV697037	
AL512701	
AL042818	
BC035340	
AL833443	
BC018716	
AK091704	
BC043425	
AL832061	
AW192718	
AK098098	
AK098098	
AK095895	
AK093371	
AL833029	
BF679633	
BC042961	
AA195963	
BG430958	
L04489	
BC043571	
BE870585	
BC043411	
BI520422	
BC006013	
AY063451	
AY063451	
AB037718	
AL832770	GO:0001654(eye development) GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0003705(RNA polymerase II transcription factor activity, enhancer binding) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005667(transcription factor complex) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0006357(regulation of transcription from RNA polymerase II promoter) GO:0007275(development) GO:0043565(sequence-specific DNA binding) GO:0045449(regulation of transcription)
AW850158	
BC038425	
AL832095	GO:0005794(Golgi apparatus) GO:0005798(Golgi-associated vesicle) GO:0005886(plasma membrane) GO:0006893(Golgi to plasma membrane transport) GO:0016020(membrane)
AK092251	
BC015851	
AK093725	
AK093725	
AL832278	
AL390180	
BC041837	
AK096029	
BC039122	
AL833123	
BC043257	
BC036005	
BC037580	GO:0003735(structural constituent of ribosome) GO:0005830(cytosolic ribosome (sensu Eukaryota)) GO:0005843(cytosolic small ribosomal subunit (sensu Eukaryota)) GO:0006412(protein biosynthesis)
AJ422148	
AA350425	
