locusLinkId,name,Product,chrom,txStart,txEnd,Ref_Seq
10252,SPRY1,"sprouty homolog 1, antagonist of FGF signaling",chr4,124675560,124682512,NM_199327
10252,SPRY1,"sprouty homolog 1, antagonist of FGF signaling",chr4,124678287,124682512,NM_005841
57182,KIAA1223,hypothetical protein LOC57182,chr4,125943072,125989537,NM_020337
79633,FAT4,FAT tumor suppressor homolog 4,chr4,126672695,126770528,NM_024582
27152,PDZK6,PDZ domain containing 6,chr4,128911724,128995535,NM_015693
83447,SLC25A31,solute carrier family 25 (mitochondrial carrier;,chr4,129009178,129053051,NM_031291
22824,HSPA4L,heat shock 70kDa protein 4-like,chr4,129061057,129112127,NM_014278
10733,PLK4,polo-like kinase 4,chr4,129159705,129177532,NM_014264
256471,MGC33302,hypothetical protein LOC256471,chr4,129199181,129244709,NM_152778
80167,FLJ21106,hypothetical protein LOC80167,chr4,129244165,129310058,NM_025097
55132,FLJ10378,FLJ10378 protein isoform 3,chr4,129340107,129387660,NM_032239
55132,FLJ10378,FLJ10378 protein isoform 2,chr4,129340107,129401112,NM_178043
55132,FLJ10378,FLJ10378 protein isoform 1,chr4,129340107,129489892,NM_018078
10424,PGRMC2,progesterone membrane binding protein,chr4,129548903,129566553,NM_006320
79960,PHF17,Jade1 protein short isoform,chr4,130088462,130142840,NM_024900
79960,PHF17,Jade1 protein long isoform,chr4,130110518,130151022,NM_199320
132320,FLJ30655,sodium channel associated protein 1,chr4,130162991,130372367,NM_144643
132321,LOC132321,hypothetical protein LOC132321,chr4,130372512,130391447,NM_173487
57575,PCDH10,protocadherin 10 isoform 2 precursor,chr4,134428074,134432009,NM_020815
57575,PCDH10,protocadherin 10 isoform 1 precursor,chr4,134428074,134470336,NM_032961
54510,PCDH18,protocadherin 18 precursor,chr4,138798439,138811234,NM_019035
23657,SLC7A11,"solute carrier family 7, (cationic amino acid",chr4,139449092,139520828,NM_014331
25819,CCRN4L,CCR4 carbon catabolite repression 4-like,chr4,140294547,140324696,NM_012118
1998,ELF2,E74-like factor 2 (ets domain transcription,chr4,140336475,140363252,NM_006874
1998,ELF2,E74-like factor 2 (ets domain transcription,chr4,140336475,140418211,NM_201999
84709,OSAP,ovary-specific acidic protein,chr4,140544930,140558984,NM_032623
4717,NDUFC1,"NADH dehydrogenase (ubiquinone) 1, subcomplex",chr4,140568696,140574562,NM_002494
80155,NARG1,NMDA receptor regulated 1,chr4,140580280,140669540,NM_057175
83452,RAB33B,"RAB33B, member RAS oncogene family",chr4,140732565,140754672,NM_031296
80854,SET7,SET domain-containing protein 7,chr4,140789445,140835163,NM_030648
4258,MGST2,microsomal glutathione S-transferase 2,chr4,140944526,140983009,NM_002413
55534,MAML3,mastermind-like 3,chr4,140996585,141432838,NM_018717
60592,SCOC,short coiled-coil protein,chr4,141536044,141661309,NM_032547
1047,CLGN,calmegin,chr4,141667213,141706387,NM_004362
255520,ELMOD2,ELMO domain containing 2,chr4,141802956,141829448,NM_153702
7350,UCP1,uncoupling protein 1,chr4,141838654,141847612,NM_021833
23158,KIAA0882,hypothetical protein LOC23158,chr4,141899541,142035076,NM_015130
57484,RNF150,ring finger protein 150,chr4,142144329,142412221,NM_020724
27309,ZNF330,zinc finger protein 330,chr4,142499701,142513453,NM_014487
3600,IL15,interleukin 15 isoform 1 precursor,chr4,142915358,143012216,NM_000585
3600,IL15,interleukin 15 isoform 1 precursor,chr4,142915358,143012216,NM_172174
3600,IL15,interleukin 15 isoform 2 precursor,chr4,142997904,143012216,NM_172175
8821,INPP4B,"inositol polyphosphate-4-phosphatase, type II,",chr4,143307498,143710137,NM_003866
84640,USP38,ubiquitin specific protease 38,chr4,144463702,144500244,NM_032557
2549,GAB1,GRB2-associated binding protein 1 isoform b,chr4,144615654,144748883,NM_002039
2549,GAB1,GRB2-associated binding protein 1 isoform a,chr4,144615654,144748883,NM_207123
8467,SMARCA5,SWI/SNF-related matrix-associated,chr4,144792220,144832171,NM_003601
441046,LOC441046,hypothetical protein LOC441046,chr4,144838229,144840217,NM_001011539
2996,GYPE,glycophorin E precursor,chr4,145149624,145184321,NM_198682
2996,GYPE,glycophorin E precursor,chr4,145154070,145184321,NM_002102
2994,GYPB,glycophorin B precursor,chr4,145274883,145298101,NM_002100
2993,GYPA,glycophorin A precursor,chr4,145388061,145419449,NM_002099
64399,HHIP,hedgehog-interacting protein,chr4,145924777,146017486,NM_022475
10393,ANAPC10,anaphase promoting complex subunit 10,chr4,146273924,146376946,NM_014885
6059,ABCE1,"ATP-binding cassette, sub-family E, member 1",chr4,146377090,146407936,NM_002940
54726,HSHIN1,HIV-1 induced protein HIN-1 isoform 1,chr4,146412407,146453501,NM_199324
54726,HSHIN1,HIV-1 induced protein HIN-1 isoform 2,chr4,146437894,146453501,NM_017493
4086,SMAD1,Sma- and Mad-related protein 1,chr4,146760555,146837928,NM_005900
4086,SMAD1,Sma- and Mad-related protein 1,chr4,146761561,146837928,NM_001003688
166785,MMAA,methylmalonic aciduria type A,chr4,146917831,146934342,NM_172250
152485,LOC152485,hypothetical protein LOC152485,chr4,147039494,147217187,NM_178835
11157,LSM6,Sm protein F,chr4,147454497,147468667,NM_007080
84068,DKFZP566M114,hypothetical protein LOC84068,chr4,147720418,147800641,NM_032128
5458,POU4F2,"POU domain, class 4, transcription factor 2",chr4,147917692,147921228,NM_004575
83894,NYD-SP14,NYD-SP14 protein,chr4,147985789,148224591,NM_031956
1909,EDNRA,endothelin receptor type A,chr4,148759734,148823710,NM_001957
55751,TMEM34,transmembrane protein 34,chr4,148896200,148914275,NM_018241
90826,LOC90826,hypothetical protein LOC90826,chr4,148917137,148962885,NM_138364
79658,ARHGAP10,Rho GTPase activating protein 10,chr4,149011057,149351531,NM_024605
4306,NR3C2,"nuclear receptor subfamily 3, group C, member 2",chr4,149357524,149721128,NM_000901
166614,DCAMKL2,doublecortin and CaM kinase-like 2,chr4,151357745,151536188,NM_152619
987,LRBA,"LPS-responsive vesicle trafficking, beach and",chr4,151543417,152294254,NM_006726
10586,MAB21L2,mab-21-like protein 2,chr4,151860907,151863448,NM_006439
6189,RPS3A,ribosomal protein S3a,chr4,152378367,152383407,NM_001006
152503,SH3D19,SH3 domain protein D19,chr4,152399043,152505177,NM_001009555
345062,ESSPL,epidermis-specific serine protease-like protein,chr4,152555929,152570210,NM_183375
5188,PET112L,PET112-like,chr4,152949605,153039751,NM_004564
55294,FBXW7,F-box protein FBW7 isoform 2,chr4,153600015,153631583,NM_018315
55294,FBXW7,F-box protein FBW7 isoform 3,chr4,153600015,153661269,NM_001013415
55294,FBXW7,F-box protein FBW7 isoform 1,chr4,153600015,153813777,NM_033632
201799,FLJ32028,hypothetical protein LOC201799,chr4,153904875,153958796,NM_152680
201798,TIGD4,tigger transposable element derived 4,chr4,154048112,154058482,NM_145720
27236,ARFIP1,ADP-ribosylation factor interacting protein 1,chr4,154058727,154189053,NM_014447
85462,KIAA1727,hypothetical protein LOC85462,chr4,154221739,154258443,NM_033393
23321,TRIM2,tripartite motif-containing 2,chr4,154483222,154618073,NM_015271
84057,GAJ,GAJ protein,chr4,154623405,154693848,NM_032117
23240,KIAA0922,KIAA0922 protein,chr4,154745156,154915465,NM_015196
7097,TLR2,toll-like receptor 2,chr4,154966670,154984135,NM_003264
285533,RNF175,hypothetical protein LOC285533,chr4,154988917,155038992,NM_173662
6423,SFRP2,secreted frizzled-related protein 2 precursor,chr4,155059346,155067833,NM_003013
54798,DCHS2,dachsous 2 isoform 1,chr4,155513292,155670054,NM_017639
54798,DCHS2,dachsous 2 isoform 2,chr4,155601410,155770473,NM_199348
5356,PLRG1,"pleiotropic regulator 1 (PRL1 homolog,",chr4,155815438,155827692,NM_002669
2244,FGB,"fibrinogen, beta chain preproprotein",chr4,155841767,155849841,NM_005141
2243,FGA,"fibrinogen, alpha chain isoform alpha-E",chr4,155861884,155869470,NM_000508
2243,FGA,"fibrinogen, alpha chain isoform alpha",chr4,155864033,155869470,NM_021871
2266,FGG,"fibrinogen, gamma chain isoform gamma-A",chr4,155882893,155891408,NM_000509
2266,FGG,"fibrinogen, gamma chain isoform gamma-B",chr4,155883339,155891408,NM_021870
9227,LRAT,lecithin retinol acyltransferase,chr4,156022767,156031875,NM_004744
166863,MGC27016,hypothetical protein LOC166863,chr4,156060104,156107569,NM_144979
4887,NPY2R,neuropeptide Y receptor Y2,chr4,156487385,156495832,NM_000910
79884,FLJ21159,hypothetical protein LOC79884,chr4,156631456,156655727,NM_024826
2982,GUCY1A3,"guanylate cyclase 1, soluble, alpha 3",chr4,156945482,157009379,NM_000856
2983,GUCY1B3,"guanylate cyclase 1, soluble, beta 3",chr4,157037819,157085661,NM_000857
51802,ACCN5,"amiloride-sensitive cation channel 5,",chr4,157108485,157145030,NM_017419
6999,TDO2,"tryptophan 2,3-dioxygenase",chr4,157182451,157199155,NM_005651
1519,CTSO,cathepsin O preproprotein,chr4,157202876,157232653,NM_001334
56034,PDGFC,platelet-derived growth factor C precursor,chr4,158040368,158250151,NM_016205
2743,GLRB,"glycine receptor, beta",chr4,158354942,158450454,NM_000824
2891,GRIA2,"glutamate receptor, ionotropic, AMPA 2",chr4,158499639,158642707,NM_000826
51313,DKFZp434L142,hypothetical protein LOC51313,chr4,159403367,159451148,NM_016613
55314,FLJ11155,hypothetical protein LOC55314,chr4,159489280,159534041,NM_018342
59350,LGR7,leucine-rich repeat-containing G protein-coupled,chr4,159800733,159930812,NM_021634
201725,LOC201725,hypothetical protein LOC201725,chr4,159945433,159950724,NM_001008393
2110,ETFDH,electron-transferring-flavoprotein,chr4,159951100,159987423,NM_004453
5481,PPID,peptidylprolyl isomerase D,chr4,159987884,160002157,NM_005038
152940,FLJ25371,hypothetical protein LOC152940,chr4,160172296,160313938,NM_152543
56884,FSTL5,follistatin-like 5,chr4,162662653,163442791,NM_020116
92345,LOC92345,hypothetical protein LOC92345,chr4,164407429,164445678,NM_138386
4886,NPY1R,neuropeptide Y receptor Y1,chr4,164602721,164611353,NM_000909
4889,NPY5R,neuropeptide Y receptor Y5,chr4,164622695,164630689,NM_006174
84076,DKFZP434L1717,similar to transketolase,chr4,164749853,164752595,NM_032136
55319,FLJ11184,hypothetical protein LOC55319,chr4,164773446,164799295,NM_018352
55016,1-Mar,membrane-associated RING-CH protein I,chr4,164806653,164892381,NM_017923
23520,ANP32C,acidic nuclear phosphoprotein 32C,chr4,165475763,165476468,NM_012403
391712,TRIM61,tripartite motif-containing 61,chr4,166233204,166256423,NM_001012414
152756,FLJ31659,hypothetical protein LOC152756,chr4,166235704,166237878,NM_153027
166655,TRIM60,ring finger protein 129,chr4,166310755,166320501,NM_152620
201931,FLJ38482,hypothetical protein LOC201931,chr4,166357176,166487306,NM_152681
11275,KLHL2,"kelch-like 2, Mayven",chr4,166486395,166601903,NM_007246
6307,SC4MOL,sterol-C4-methyl oxidase-like isoform 2,chr4,166606422,166621829,NM_001017369
6307,SC4MOL,sterol-C4-methyl oxidase-like isoform 1,chr4,166606422,166621829,NM_006745
1363,CPE,carboxypeptidase E precursor,chr4,166657698,166777081,NM_001873
7092,TLL1,tolloid-like 1,chr4,167152014,167382598,NM_012464
50859,SPOCK3,testican 3,chr4,168030065,168530435,NM_016950
11199,ANXA10,annexin A10,chr4,169388436,169483623,NM_007193
55601,FLJ20035,hypothetical protein LOC55601,chr4,169512176,169614628,NM_017631
23022,KIAA0992,palladin,chr4,169792946,170224296,NM_016081
84869,CBR4,carbonic reductase 4,chr4,170283472,170306152,NM_032783
57630,SH3MD2,SH3 multiple domains 2,chr4,170390139,170566895,NM_020870
4750,NEK1,NIMA (never in mitosis gene a)-related kinase 1,chr4,170689158,170908344,NM_012224
1182,CLCN3,chloride channel 3 isoform b,chr4,170916451,171016886,NM_001829
1182,CLCN3,chloride channel 3 isoform e,chr4,170916451,171016886,NM_173872
54969,FLJ20534,hypothetical protein LOC54969,chr4,171025349,171053778,NM_017867
9848,MFAP3L,microfibrillar-associated protein 3-like,chr4,171286342,171299648,NM_001009554
9848,MFAP3L,microfibrillar-associated protein 3-like,chr4,171287254,171301869,NM_021647
51166,AADAT,alpha-aminoadipate aminotransferase,chr4,171356102,171385913,NM_016228
51166,AADAT,alpha-aminoadipate aminotransferase,chr4,171356102,171386102,NM_182662
51809,GALNT7,polypeptide N-acetylgalactosaminyltransferase 7,chr4,174464684,174619847,NM_017423
3148,HMGB2,high-mobility group box 2,chr4,174627517,174630322,NM_002129
8819,SAP30,sin3 associated polypeptide p30,chr4,174666823,174673412,NM_003864
11341,SCRG1,scrapie responsive protein 1,chr4,174684029,174695347,NM_007281
9464,HAND2,basic helix-loop-helix transcription factor,chr4,174820849,174825309,NM_021973
10934,MORF4,mortality factor 4,chr4,174911816,174912524,NM_006792
26269,FBXO8,F-box only protein 8,chr4,175532538,175580132,NM_012180
80817,KIAA1712,KIAA1712,chr4,175579785,175628174,NM_030633
3248,HPGD,hydroxyprostaglandin dehydrogenase 15-(NAD),chr4,175786110,175818341,NM_000860
8001,GLRA3,"glycine receptor, alpha 3",chr4,175938939,176125108,NM_006529
11086,ADAM29,a disintegrin and metalloproteinase domain 29,chr4,176226863,176273986,NM_014269
11086,ADAM29,a disintegrin and metalloproteinase domain 29,chr4,176271406,176273692,NM_021780
11086,ADAM29,a disintegrin and metalloproteinase domain 29,chr4,176271406,176273869,NM_021779
2823,GPM6A,glycoprotein M6A isoform 2,chr4,176929237,177109331,NM_201591
2823,GPM6A,glycoprotein M6A isoform 1,chr4,176929237,177298797,NM_005277
2823,GPM6A,glycoprotein M6A isoform 3,chr4,176929237,177298797,NM_201592
116966,WDR17,WD repeat domain 17 isoform 2,chr4,177362280,177479114,NM_181265
116966,WDR17,WD repeat domain 17 isoform 1,chr4,177362280,177479114,NM_170710
132851,SPATA4,spermatogenesis associated 4,chr4,177480873,177491971,NM_144644
140458,ASB5,ankyrin repeat and SOCS box-containing protein,chr4,177509976,177565424,NM_080874
60559,SPCS3,signal peptidase complex subunit 3 homolog,chr4,177616263,177625501,NM_021928
7424,VEGFC,vascular endothelial growth factor C,chr4,177979839,178089044,NM_005429
55247,NEIL3,nei endonuclease VIII-like 3,chr4,178606176,178659149,NM_018248
175,AGA,aspartylglucosaminidase precursor,chr4,178727072,178738740,NM_000027
90768,MGC45800,hypothetical protein LOC90768,chr4,183437954,183440768,NM_178838
1635,DCTD,dCMP deaminase isoform a,chr4,184186393,184213779,NM_001012732
1635,DCTD,dCMP deaminase isoform b,chr4,184186393,184213779,NM_001921
152641,FLJ30277,hypothetical protein LOC152641,chr4,184393322,184395501,NM_153008
80014,BOMB,hypothetical protein LOC80014,chr4,184489916,184615050,NM_024949
55602,CARF,collaborates/cooperates with ARF (alternate,chr4,184740937,184744198,NM_017632
3622,ING2,"inhibitor of growth family, member 1-like",chr4,184801368,184807399,NM_001564
201965,MGC10198,hypothetical protein LOC201965,chr4,184935941,184955456,NM_152682
60684,FLJ12716,hypothetical protein LOC60684 isoform a,chr4,184955594,185009893,NM_021942
60684,FLJ12716,hypothetical protein LOC60684 isoform b,chr4,184955594,185009893,NM_199053
56977,STOX2,storkhead box 2,chr4,185201657,185314024,NM_020225
133121,ENPP6,ectonucleotide pyrophosphatase/phosphodiesterase,chr4,185385008,185514168,NM_153343
3660,IRF2,interferon regulatory factor 2,chr4,185684063,185770852,NM_002199
836,CASP3,caspase 3 preproprotein,chr4,185923999,185945750,NM_004346
836,CASP3,caspase 3 preproprotein,chr4,185923999,185945750,NM_032991
201973,FLJ33167,hypothetical protein LOC201973,chr4,185946050,185991261,NM_152683
79682,MLF1IP,MLF1 interacting protein,chr4,185990384,186030435,NM_024629
2180,ACSL1,acyl-CoA synthetase long-chain family member 1,chr4,186051898,186122364,NM_001995
291,SLC25A4,solute carrier family 25 (mitochondrial carrier;,chr4,186439546,186443573,NM_001151
83891,SNX25,sorting nexin 25,chr4,186506432,186660267,NM_031953
55805,LRP2BP,megalin-binding protein,chr4,186660181,186675301,NM_018409
353322,ANKRD37,ankyrin repeat domain 37,chr4,186692988,186696539,NM_181726
55325,FLJ11200,hypothetical protein LOC55325,chr4,186696591,186722217,NM_018359
256309,KM-HN-1,KM-HN-1 protein,chr4,186741496,186768031,NM_152775
27295,PDLIM3,PDZ and LIM domain 3,chr4,186798059,186831794,NM_014476
8470,ARGBP2,Arg/Abl-interacting protein 2 isoform 1,chr4,186883307,187108524,NM_003603
8470,ARGBP2,Arg/Abl-interacting protein 2 isoform 2,chr4,186883307,187252671,NM_021069
7098,TLR3,toll-like receptor 3,chr4,187365457,187381399,NM_003265
25854,DKFZP564J102,hypothetical protein LOC25854,chr4,187441199,187468450,NM_001006655
25854,DKFZP564J102,hypothetical protein LOC25854,chr4,187441199,187468450,NM_015398
285440,CYP4V2,"cytochrome P450, family 4, subfamily v,",chr4,187487822,187509760,NM_207352
3818,KLKB1,plasma kallikrein B1 precursor,chr4,187523820,187554773,NM_000892
2160,F11,platelet coagulation factor XI isoform a,chr4,187562426,187585083,NM_000128
2160,F11,platelet coagulation factor XI isoform b,chr4,187562426,187585083,NM_019559
4543,MTNR1A,melatonin receptor 1A,chr4,187829957,187851686,NM_005958
2195,FAT,,chr4,187884097,188020136,NM_005245
132625,ZFP42,zinc finger protein 42,chr4,189292073,189301348,NM_174900
205860,FLJ25801,hypothetical protein LOC205860,chr4,189387575,189401557,NM_173553
339976,FLJ36180,hypothetical protein LOC339976,chr4,189435746,189443798,NM_178556
2483,FRG1,FSHD region gene 1,chr4,191237122,191259507,NM_004477
56604,TUBB4Q,"tubulin, beta polypeptide 4, member Q",chr4,191278826,191281173,NM_020040
448831,FRG2,FSHD region gene 2 protein,chr4,191320670,191323561,NM_001005217
22947,DUX4,"double homeobox, 4",chr4,191363128,191368989,NM_033178
22947,DUX4,"double homeobox, 4",chr4,191373011,191382169,NM_033178
153478,KIAA1909,hypothetical protein LOC153478,chr5,222167,235704,NM_052909
133957,LOC133957,hypothetical protein LOC133957,chr5,257874,271297,NM_145265
6389,SDHA,"succinate dehydrogenase complex, subunit A,",chr5,271446,309792,NM_004168
10016,PDCD6,programmed cell death 6,chr5,324738,368089,NM_013232
57491,AHRR,arylhydrocarbon receptor repressor,chr5,357290,488225,NM_020731
11336,SEC6L1,Sec6 protein,chr5,496374,520407,NM_007277
6550,SLC9A3,solute carrier family 9 (sodium/hydrogen,chr5,526424,577447,NM_004174
55722,Cep72,centrosomal protein 72 kDa,chr5,665465,706664,NM_018140
11076,TPPP,brain-specific protein p25 alpha,chr5,713890,746421,NM_007030
79844,ZDHHC11,"zinc finger, DHHC domain containing 11",chr5,848721,904101,NM_024786
65980,BRD9,bromodomain containing 9 isoform 2,chr5,916855,944403,NM_001009877
65980,BRD9,bromodomain containing 9 isoform 1,chr5,916855,945915,NM_023924
9319,TRIP13,thyroid hormone receptor interactor 13,chr5,946003,971158,NM_004237
85409,NKD2,naked cuticle homolog 2,chr5,1062167,1091925,NM_033120
10723,SLC12A7,solute carrier family 12 (potassium/chloride,chr5,1103499,1165109,NM_006598
340024,SLC6A19,solute carrier family 6 (neutral amino acid,chr5,1254765,1275019,NM_001003841
348932,SLC6A18,"solute carrier family 6, member 18",chr5,1278469,1299303,NM_182632
7015,TERT,telomerase reverse transcriptase isoform 1,chr5,1306286,1348159,NM_003219
7015,TERT,telomerase reverse transcriptase isoform 3,chr5,1306286,1348159,NM_198253
7015,TERT,telomerase reverse transcriptase isoform 4,chr5,1306286,1348159,NM_198254
7015,TERT,telomerase reverse transcriptase isoform 2,chr5,1306286,1348159,NM_198255
81037,CRR9,cisplatin resistance related protein CRR9p,chr5,1371001,1398002,NM_030782
6531,SLC6A3,solute carrier family 6 (neurotransmitter,chr5,1445908,1498543,NM_001044
79888,FLJ12443,hypothetical protein FLJ12443,chr5,1514543,1577076,NM_024830
64979,MRPL36,mitochondrial ribosomal protein L36,chr5,1851498,1852946,NM_032479
4726,NDUFS6,"NADH dehydrogenase (ubiquinone) Fe-S protein 6,",chr5,1854508,1882609,NM_004553
50805,IRX4,iroquois homeobox protein 4,chr5,1930548,1935880,NM_016358
153572,IRX2,iroquois homeobox protein 2,chr5,2799879,2804769,NM_033267
153571,CEI,CEI-a protein precursor,chr5,2805261,2808512,NM_178569
79192,IRX1,iroquois homeobox protein 1,chr5,3649167,3654517,NM_024337
170690,ADAMTS16,a disintegrin-like and metalloprotease,chr5,5193580,5356920,NM_139056
401172,FLJ33360,hypothetical protein LOC401172,chr5,6363553,6390405,NM_001001702
84246,TRG20,hypothetical protein LOC84246,chr5,6425039,6431639,NM_032286
54888,NSUN2,NOL1/NOP2/Sun domain family 2 protein,chr5,6652352,6686157,NM_017755
6715,SRD5A1,steroid-5-alpha-reductase 1,chr5,6686562,6722673,NM_001047
11044,POLS,DNA polymerase sigma,chr5,6767717,6810161,NM_006999
153657,FLJ25439,hypothetical protein LOC153657,chr5,7416091,7417644,NM_144725
108,ADCY2,adenylate cyclase 2,chr5,7449344,7883194,NM_020546
79072,MGC5297,hypothetical protein LOC79072,chr5,7912272,7922115,NM_024091
4552,MTRR,methionine synthase reductase isoform 2,chr5,7922216,7954233,NM_024010
4552,MTRR,methionine synthase reductase isoform 1,chr5,7922274,7954233,NM_002454
9037,SEMA5A,semaphorin 5A,chr5,9091858,9599158,NM_003966
50834,TAS2R1,taste receptor T2R1,chr5,9682244,9683144,NM_019599
134145,LOC134145,hypothetical protein LOC134145,chr5,10279444,10302989,NM_199133
22948,CCT5,"chaperonin containing TCP1, subunit 5 (epsilon)",chr5,10303281,10319500,NM_012073
134147,LOC134147,hypothetical protein LOC134147,chr5,10332388,10360959,NM_138809
10299,6-Mar,membrane-associated ring finger (C3HC4) 6,chr5,10406827,10488491,NM_005885
83853,ROPN1L,AKAP-associated sperm protein,chr5,10495014,10518137,NM_031916
1611,DAP,death-associated protein,chr5,10732405,10814339,NM_004394
1501,CTNND2,"catenin (cadherin-associated protein), delta 2",chr5,11024951,11957110,NM_001332
1767,DNAH5,"dynein, axonemal, heavy polypeptide 5",chr5,13745038,13997589,NM_001369
7204,TRIO,triple functional domain (PTPRF interacting),chr5,14196828,14562457,NM_007118
54491,FLJ11127,hypothetical protein LOC54491,chr5,14634931,14664205,NM_019018
90268,LOC90268,hypothetical protein LOC90268,chr5,14731835,14747952,NM_138348
56172,ANKH,"ankylosis, progressive homolog",chr5,14762018,14924876,NM_054027
23194,FBXL7,F-box and leucine-rich repeat protein 7,chr5,15553304,15992900,NM_012304
90441,ZNF622,zinc finger protein 622,chr5,16504628,16518894,NM_033414
54463,FLJ20152,hypothetical protein LOC54463,chr5,16526165,16561937,NM_019000
4651,MYO10,myosin X,chr5,16718412,16989139,NM_012334
285696,FLJ34047,hypothetical protein LOC285696,chr5,17183136,17270156,NM_173669
10409,BASP1,"brain abundant, membrane attached signal protein",chr5,17270749,17329941,NM_006317
1016,CDH18,"cadherin 18, type 2 preproprotein",chr5,19508913,20017046,NM_004934
1010,CDH12,"cadherin 12, type 2 preproprotein",chr5,21786910,22889488,NM_004061
5369,PMCHL1,pro-melanin-concentrating hormone-like 1,chr5,22178217,22188222,NM_031887
56979,PRDM9,PR domain containing 9,chr5,23558478,23564463,NM_020227
1008,CDH10,"cadherin 10, type 2 preproprotein",chr5,24522966,24680668,NM_006727
1007,CDH9,"cadherin 9, type 2 preproprotein",chr5,26916465,27074431,NM_016279
1004,CDH6,"cadherin 6, type 2 preproprotein",chr5,31229552,31360994,NM_004932
29102,RNASE3L,nuclear RNase III Drosha,chr5,31436925,31567925,NM_013235
55322,FLJ11193,hypothetical protein LOC55322,chr5,31568155,31590043,NM_018356
23037,PDZK3,PDZ domain containing 3 isoform b,chr5,31675273,32146795,NM_015022
23037,PDZK3,PDZ domain containing 3 isoform a,chr5,31675273,32146795,NM_178140
64083,GOLPH3,golgi phosphoprotein 3,chr5,32160580,32210182,NM_022130
54545,MTMR12,myotubularin related protein 12,chr5,32262868,32348832,NM_019061
51663,ZFR,zinc finger RNA binding protein,chr5,32390213,32480601,NM_016107
10923,PC4,activated RNA polymerase II transcription,chr5,32621433,32637819,NM_006713
4883,NPR3,natriuretic peptide receptor C/guanylate cyclase,chr5,32747421,32823009,NM_000908
79614,FLJ14054,hypothetical protein LOC79614,chr5,32824701,32827576,NM_024563
6897,TARS,threonyl-tRNA synthetase,chr5,33476654,33503953,NM_152295
81792,ADAMTS12,a disintegrin-like and metalloprotease with,chr5,33563042,33927881,NM_030955
51289,RLN3R1,relaxin 3 receptor 1,chr5,33972247,33974099,NM_016568
51151,MATP,membrane-associated transporter protein isoform,chr5,33980477,34020537,NM_016180
51151,MATP,membrane-associated transporter protein isoform,chr5,33981730,34020537,NM_001012509
23600,AMACR,alpha-methylacyl-CoA racemase isoform 1,chr5,34023658,34043963,NM_014324
23600,AMACR,alpha-methylacyl-CoA racemase isoform 2,chr5,34023658,34043963,NM_203382
114899,C1QTNF3,C1q and tumor necrosis factor related protein 3,chr5,34053721,34079074,NM_030945
114899,C1QTNF3,C1q and tumor necrosis factor related protein 3,chr5,34053721,34079074,NM_181435
389281,LOC389281,hypothetical protein LOC389281,chr5,34226017,34230384,NM_001015071
26064,RAI14,retinoic acid induced 14,chr5,34692274,34868473,NM_015577
153657,FLJ25439,hypothetical protein LOC153657,chr5,34875084,34916170,NM_144725
5810,RAD1,RAD1 homolog isoform 2,chr5,34944052,34951490,NM_133282
5810,RAD1,RAD1 homolog isoform 1,chr5,34944052,34951537,NM_002853
5810,RAD1,RAD1 homolog isoform 1,chr5,34944052,34954140,NM_133377
55299,BXDC2,BRIX,chr5,34951576,34961542,NM_018321
134218,DNAJA5,DnaJ homology subfamily A member 5 isoform 2,chr5,34965420,34994825,NM_001012339
134218,LOC134218,hypothetical protein LOC134218,chr5,34972033,34991914,NM_194283
64902,AGXT2,alanine-glyoxylate aminotransferase 2 precursor,chr5,35033962,35083756,NM_031900
5618,PRLR,prolactin receptor,chr5,35099984,35266334,NM_000949
79925,FLJ23577,KPL2 protein isoform 2,chr5,35653745,35707433,NM_144722
79925,FLJ23577,KPL2 protein isoform 1,chr5,35653745,35850469,NM_024867
3575,IL7R,interleukin 7 receptor precursor,chr5,35892747,35912678,NM_002185
133690,MGC26610,hypothetical protein LOC133690,chr5,35940229,35974638,NM_144647
133688,FLJ34658,hypothetical protein LOC133688,chr5,35988966,36027256,NM_152404
167127,LOC167127,hypothetical protein LOC167127,chr5,36070880,36102741,NM_174914
92255,DKFZp434H2226,hypothetical protein LOC92255,chr5,36139170,36187772,NM_001007527
6502,SKP2,S-phase kinase-associated protein 2 isoform 1,chr5,36187945,36218033,NM_005983
6502,SKP2,S-phase kinase-associated protein 2 isoform 2,chr5,36187945,36219902,NM_032637
133686,FLJ30596,hypothetical protein LOC133686,chr5,36229573,36278001,NM_153013
202151,FLJ25422,hypothetical protein LOC202151,chr5,36284860,36337761,NM_145000
6507,SLC1A3,solute carrier family 1 (glial high affinity,chr5,36642447,36724197,NM_004172
25836,NIPBL,delangin isoform B,chr5,36912741,37100056,NM_015384
25836,NIPBL,delangin isoform A,chr5,36912741,37101678,NM_133433
65250,FLJ13231,hypothetical protein LOC65250,chr5,37142086,37249612,NM_023073
9631,NUP155,nucleoporin 155kDa isoform 2,chr5,37327697,37406644,NM_004298
9631,NUP155,nucleoporin 155kDa isoform 1,chr5,37327697,37406954,NM_153485
55100,FLJ10233,hypothetical protein LOC55100,chr5,37415168,37788529,NM_018034
2668,GDNF,glial cell derived neurotrophic factor isoform,chr5,37851509,37870655,NM_199234
2668,GDNF,glial cell derived neurotrophic factor isoform 2,chr5,37851509,37871350,NM_199231
2668,GDNF,glial cell derived neurotrophic factor isoform 1,chr5,37851509,37875539,NM_000514
