locusLinkId,name,Product,chrom,txStart,txEnd,Ref_Seq
67948,Fbxo28,F-box protein 28,chr1,182271237,182300568,NM_175127
209456,Trp53bp2,transformation related protein 53 binding,chr1,182387965,182421392,NM_173378
12334,Capn2,calpain 2,chr1,182426221,182476486,NM_009794
170725,Capn8,calpain 8,chr1,182524579,182593539,NM_130890
96935,Susd4,sushi domain containing 4,chr1,182726094,182856757,NM_144796
63953,Dusp10,dual specificity phosphatase 10,chr1,183531691,183573243,NM_022019
15284,Hlx1,H2.0-like homeo box gene,chr1,184225321,184230786,NM_008250
67247,Mosc2,MOCO sulphurase C-terminal domain containing 2,chr1,184311520,184344300,NM_133684
226777,C130074G19Rik,hypothetical protein LOC226777,chr1,184370378,184381467,NM_178692
226778,Mark1,MAP/microtubule affinity-regulating kinase 1,chr1,184396055,184497932,NM_145515
98732,Rab3gap2,RAB3 GTPase activating protein subunit 2,chr1,184746296,184782638,NM_172649
381314,Iars2,"isoleucine-tRNA synthetase 2, mitochondrial",chr1,184785114,184827854,NM_198653
23827,Bpnt1,bisphosphate 3'-nucleotidase 1,chr1,184830611,184856222,NM_011794
107508,Eprs,glutamyl-prolyl-tRNA synthetase,chr1,184861547,184926807,NM_029735
319562,9630028B13Rik,hypothetical protein LOC319562,chr1,184927809,184940272,NM_176943
226791,Lyplal1,lysophospholipase-like 1,chr1,185586338,185615763,NM_146106
21808,Tgfb2,"transforming growth factor, beta 2",chr1,186121764,186210662,NM_009367
67223,2810430M08Rik,hypothetical protein LOC67223,chr1,186225851,186256618,NM_026041
110957,D1Pas1,PL10 protein,chr1,186475031,186478243,NM_033077
74717,4930513F16Rik,RIKEN cDNA 4930513F16,chr1,186556021,186723085,NM_028848
67769,Gpatc2,G patch domain containing 2,chr1,186723158,186859047,NM_026367
22670,Trim26,tripartite motif protein 26 isoform b,chr1,186792501,186792756,NM_030698
26381,Esrrg,estrogen-related receptor gamma,chr1,187506691,187723716,NM_011935
226823,Kctd3,potassium channel tetramerisation domain,chr1,188502528,188539375,NM_172650
16526,Kcnk2,"potassium channel, subfamily K, member 2",chr1,188922773,189058673,NM_010607
19250,Ptpn14,"protein tyrosine phosphatase, non-receptor type",chr1,189501483,189585148,NM_008976
226830,Smyd2,SET and MYND domain containing 2,chr1,189595334,189637129,NM_026796
19130,Prox1,prospero-related homeobox 1,chr1,189836620,189885752,NM_008937
320119,Rps6kc1,"ribosomal protein S6 kinase, 52kDa, polypeptide",chr1,190532334,190648037,NM_178775
52477,Angel2,D1Ertd396e protein,chr1,190664811,190682005,NM_021421
226841,B130052G07Rik,hypothetical protein LOC226841,chr1,190684016,190715466,NM_144879
381318,4833432M17Rik,similar to DC8/DC31 protein,chr1,190799297,190820823,NM_198654
381319,9130211I03Rik,Jun dimerization protein p21SNFT,chr1,190834680,190845210,NM_030060
11910,Atf3,activating transcription factor 3,chr1,190906564,190919599,NM_007498
66208,Nenf,SCIRP10-related protein,chr1,191043062,191054384,NM_025424
66950,2310028N02Rik,hypothetical protein LOC66950,chr1,191062230,191089191,NM_025864
226849,Ppp2r5a,"protein phosphatase 2, regulatory subunit B",chr1,191088246,191133307,NM_144880
76843,Dtl,denticleless homolog,chr1,191273630,191311800,NM_029766
77065,5930412E23Rik,RIKEN cDNA 5930412E23,chr1,191312045,191358941,NM_178632
226856,Lpgat1,lysophosphatidylglycerol acyltransferase 1,chr1,191453799,191513695,NM_172266
18005,Nek2,NIMA (never in mitosis gene a)-related expressed,chr1,191557109,191568590,NM_010892
74265,1700034H15Rik,hypothetical protein LOC74265,chr1,191639573,191647131,NM_001024489
22782,Slc30a1,"solute carrier family 30 (zinc transporter),",chr1,191646393,191649707,NM_009579
74023,3322402L07Rik,hypothetical protein LOC74023,chr1,191716461,191724625,NM_023727
22033,Traf5,Tnf receptor-associated factor 5,chr1,191736087,191831627,NM_011633
214742,Rcor3,REST corepressor 3,chr1,191839467,191876967,NM_144814
16510,Kcnh1,"potassium voltage-gated channel, subfamily H,",chr1,191929938,192245808,NM_010600
226861,Hhat,hedgehog acyltransferase,chr1,192251592,192509786,NM_144881
320952,A730013G03Rik,hypothetical protein LOC320952,chr1,192571883,192573978,NM_177299
214791,Sertad4,SERTA domain containing 4,chr1,192583253,192594486,NM_198247
329324,Syt14,synaptotagmin XIV,chr1,192636072,192774463,NM_181546
215193,AA408296,hypothetical protein LOC215193,chr1,192843167,192869016,NM_175292
215193,AA408296,hypothetical protein LOC215193,chr1,192843167,192869016,NM_145415
54139,Irf6,interferon regulatory factor 6 isoform 2,chr1,192891918,192905633,NM_178083
54139,Irf6,interferon regulatory factor 6 isoform 1,chr1,192891926,192910769,NM_016851
319266,A130010J15Rik,hypothetical protein LOC319266,chr1,192912406,192915065,NM_181048
215243,Traf3ip3,TRAF3-interacting JNK-activating modulator,chr1,192914270,192940249,NM_153137
15483,Hsd11b1,hydroxysteroid 11-beta dehydrogenase 1,chr1,192960457,193002810,NM_008288
14373,G0s2,G0/G1 switch gene 2,chr1,193010934,193011865,NM_008059
16780,Lamb3,"laminin, beta 3",chr1,193040798,193082645,NM_008484
215303,Camk1g,calcium/calmodulin-dependent protein kinase I,chr1,193085118,193108994,NM_144817
18845,Plxna2,plexin A2,chr1,194358488,194552988,NM_008882
12490,Cd34,CD34 antigen,chr1,194679294,194701657,NM_133654
17221,Mcp,membrane cofactor protein,chr1,194782272,194832621,NM_010778
12946,Crry,complement receptor related protein,chr1,194844161,194871943,NM_013499
12902,Cr2,complement receptor 2,chr1,194880042,194917088,NM_007758
18108,Nmt2,N-myristoyltransferase 2,chr2,3201559,3243641,NM_008708
227522,Rpp38,ribonuclease P/MRP 38 subunit,chr2,3246221,3249863,NM_001013376
99035,Thedc1,thioesterase domain containing 1,chr2,3259259,3283841,NM_145921
104362,Meig1,meiosis expressed gene 1,chr2,3326315,3339920,NM_008579
227525,Dclre1c,"DNA cross-link repair 1A, PSO2 homolog isoform",chr2,3341421,3371361,NM_146114
227525,Dclre1c,"DNA cross-link repair 1A, PSO2 homolog isoform",chr2,3341447,3377160,NM_175683
18686,Phxr1,per-hexamer repeat gene 1,chr2,3349139,3349643,NM_011080
64707,Suv39h2,suppressor of variegation 3-9 homologue 2,chr2,3373091,3392235,NM_022724
50497,Hspa14,heat shock 70kDa protein 14 isoform 1,chr2,3406125,3430086,NM_015765
50497,Hspa14,heat shock 70kDa protein 14 isoform 2,chr2,3421800,3430086,NM_001037542
227526,Armetl1,"arginine-rich, mutated in early stage",chr2,3430336,3443648,NM_177647
66540,3110001A13Rik,hypothetical protein LOC66540,chr2,3630729,3699406,NM_025626
209630,Frmd4a,FERM domain containing 4A,chr2,4070143,4531214,NM_172475
67229,Prpf18,PRP18 pre-mRNA processing factor 18 homolog,chr2,4539439,4569358,NM_026045
209645,E130319B15Rik,hypothetical protein LOC209645,chr2,4635416,4718197,NM_178663
109079,Sephs1,selenophosphate synthetase 1,chr2,4798835,4827826,NM_175400
16922,Phyh,phytanoyl-CoA hydroxylase,chr2,4836302,4855997,NM_010726
68527,1110017I16Rik,hypothetical protein LOC68527,chr2,4893453,4903018,NM_026754
70024,Mcm10,minichromosome maintenance protein 10,chr2,4908020,4930008,NM_027290
71648,Optn,optineurin,chr2,4937916,4981211,NM_181848
74186,Ccdc3,coiled-coil domain containing 3,chr2,5055048,5148137,NM_028804
227541,Camk1d,calcium/calmodulin-dependent protein kinase 1D,chr2,5210730,5631937,NM_177343
98828,G431001I09Rik,D123 gene product,chr2,5711566,5762233,NM_133837
53893,Nudt5,nudix (nucleoside diphosphate linked moiety,chr2,5762306,5786009,NM_016918
57743,Sec61a2,"Sec61, alpha subunit 2",chr2,5788259,5812626,NM_021305
227545,5430407P10Rik,hypothetical protein LOC227545,chr2,6017317,6047419,NM_144883
67856,Echdc3,enoyl Coenzyme A hydratase domain containing 3,chr2,6105737,6130267,NM_024208
98910,Usp6nl,USP6 N-terminal like,chr2,6270005,6360769,NM_181399
329333,B230218O03,hypothetical protein LOC329333,chr2,6456975,6458748,NM_183219
14007,Cugbp2,"CUG triplet repeat, RNA binding protein 2",chr2,6459142,6802242,NM_010160
68616,Gdpd3,glycerophosphodiester phosphodiesterase domain,chr2,7320412,7325468,NM_024228
14462,Gata3,GATA binding protein 3,chr2,9773199,9793891,NM_008091
209361,Taf3,"TAF3 RNA polymerase II, TATA box binding protein",chr2,9831710,9964728,NM_027748
11949,Atp5c1,"ATP synthase, H+ transporting, mitochondrial F1",chr2,9972148,9996544,NM_020615
16588,Kin,antigenic determinant of rec-A protein,chr2,9996726,10008815,NM_025280
16425,Itih2,"inter-alpha trypsin inhibitor, heavy chain 2",chr2,10010705,10046778,NM_010582
209378,Itih5,inter-alpha (globulin) inhibitor H5,chr2,10069730,10167805,NM_172471
18761,Prkcq,"protein kinase C, theta isoform 1",chr2,11088391,11217236,NM_008859
170768,Pfkfb3,"6-phosphofructo-2-kinase/fructose-2,",chr2,11387835,11418035,NM_133232
170768,Pfkfb3,"6-phosphofructo-2-kinase/fructose-2,",chr2,11387837,11414395,NM_172976
76938,Rbm17,RNA binding motif protein 17,chr2,11501455,11519209,NM_152824
16184,Il2ra,"interleukin 2 receptor, alpha chain",chr2,11558859,11609201,NM_008367
16169,Il15ra,"interleukin 15 receptor, alpha chain isoform 2",chr2,11621545,11649971,NM_133836
16169,Il15ra,"interleukin 15 receptor, alpha chain isoform 1",chr2,11621857,11649257,NM_008358
50755,Fbxo18,F-box protein 18,chr2,11658583,11693537,NM_015792
320816,Ankrd16,ankyrin repeat domain 16,chr2,11694586,11697274,NM_177268
241226,Itga8,integrin alpha 8,chr2,12022669,12217930,NM_001001309
66960,2310047O13Rik,2310047O13Rik protein,chr2,12263273,12335470,NM_024185
19212,Pter,phosphotriesterase related,chr2,12840139,12917623,NM_008961
227580,C1ql3,C1q-like 3,chr2,12919466,12927757,NM_153155
20163,Rsu1,Ras suppressor protein 1,chr2,12993019,13187288,NM_009105
13434,Dnmt2,DNA methyltransferase 2,chr2,13426173,13460674,NM_010067
22352,Vim,vimentin,chr2,13489961,13498817,NM_011701
241230,st8sia6,sialyltransferase 8 F,chr2,13570944,13719793,NM_145838
30963,Ptpla,protein tyrosine phosphatase-like (proline,chr2,13953104,13982308,NM_013935
30963,Ptpla,protein tyrosine phosphatase-like (proline,chr2,13953104,13982308,NM_001012396
20844,Stam,signal transducing adaptor molecule (SH3 domain,chr2,14000384,14074601,NM_011484
17533,Mrc1,"mannose receptor, C type 1",chr2,14155686,14258062,NM_008625
277468,Slc39a12,"solute carrier family 39 (zinc transporter),",chr2,14314676,14421250,NM_001012305
12296,Cacnb2,"calcium channel, voltage-dependent, beta 2",chr2,14530578,14913206,NM_023116
74455,Nsun6,NOL1/NOP2/Sun domain family 6,chr2,14921403,14975553,NM_028950
75869,Arl8,ADP-ribosylation factor-like 8,chr2,14981634,15005464,NM_029466
67448,Plxdc2,tumor endothelial marker 7-related precursor,chr2,16282594,16678388,NM_026162
74103,Nebl,nebulette,chr2,17388744,17773079,NM_028757
68231,1700113O17Rik,hypothetical protein LOC68231,chr2,18038432,18038957,NM_026627
72668,2810030E01Rik,hypothetical protein LOC72668,chr2,18087258,18090460,NM_028317
17354,Mllt10,myeloid/lymphoid or mixed lineage-leukemia,chr2,18097281,18254400,NM_010804
13418,Dnajc1,"DnaJ (Hsp40) homolog, subfamily C, member 1",chr2,18259153,18434518,NM_007869
12238,Commd3,COMM domain containing 3,chr2,18714472,18718227,NM_147778
12151,Pcgf4,B lymphoma Mo-MLV insertion region 1 isoform 1,chr2,18719028,18728640,NM_007552
381350,BC061194,hypothetical protein LOC381350,chr2,18741011,18791652,NM_001001334
18718,Pip5k2a,"phosphatidylinositol-4-phosphate 5-kinase, type",chr2,18884272,19040127,NM_008845
76467,Msrb2,pilin-like transcription factor,chr2,19413646,19436979,NM_029619
19213,Ptf1a,"pancreas specific transcription factor, 1a",chr2,19487673,19489505,NM_018809
70909,4921504E06Rik,hypothetical protein LOC70909,chr2,19504847,19595921,NM_027600
442817,C130046B21Rik,hypothetical protein LOC442817,chr2,21182930,21186217,NM_001002781
208967,Thnsl1,threonine synthase-like 1 isoform b,chr2,21247734,21257020,NM_001001297
208967,Thnsl1,threonine synthase-like 1 isoform a,chr2,21247734,21257020,NM_177588
241263,Gpr158,G protein-coupled receptor 158 isoform a,chr2,21409577,21872551,NM_001004761
241263,Gpr158,G protein-coupled receptor 158 isoform b,chr2,21409577,21853332,NM_175706
214682,Myo3a,myosin IIIA,chr2,22283078,22449465,NM_148413
14417,Gad2,glutamic acid decarboxylase 2,chr2,22584118,22652791,NM_008078
74295,1700092C17Rik,hypothetical protein LOC74295,chr2,22717784,22724074,NM_183102
54519,Apbb1ip,"amyloid beta (A4) precursor protein-binding,",chr2,22736232,22837170,NM_019456
56075,Tprt,trans-prenyltransferase,chr2,22857432,22877327,NM_019501
11308,Abi1,spectrin SH3 domain binding protein 1,chr2,22882349,22926764,NM_007380
74159,Acbd5,acyl-Coenzyme A binding domain containing 5,chr2,23001611,23046673,NM_028793
67121,Mastl,microtubule associated serine/threonine,chr2,23050227,23088079,NM_025979
27377,Yme1l1,YME1-like 1,chr2,23088708,23130799,NM_013771
18232,Nxph2,neurexophilin 2,chr2,23253408,23334136,NM_008752
76857,4921517N04Rik,hypothetical protein LOC76857,chr2,23442216,23504217,NM_029773
140483,Hnmt,histamine N-methyltransferase,chr2,23935089,23981539,NM_080462
227606,Trf3,TBP-related factor 3,chr2,24003883,24028758,NM_199059
215257,Il1f9,"interleukin 1 family, member 9",chr2,24119321,24124995,NM_153511
54448,Il1f6,"interleukin 1 family, member 6",chr2,24147581,24157864,NM_019450
54450,Il1f5,"interleukin 1 family, member 5",chr2,24209561,24214238,NM_019451
215274,Il1f10,"interleukin 1 family, member 10",chr2,24223358,24225983,NM_153077
16181,Il1rn,interleukin 1 receptor antagonist,chr2,24269022,24283644,NM_031167
215632,Psd4,pleckstrin and Sec7 domain containing 4,chr2,24317559,24340891,NM_177611
18510,Pax8,paired box gene 8,chr2,24352722,24407729,NM_011040
12287,Cacna1b,"calcium channel, voltage-dependent, N type,",chr2,24538537,24695315,NM_007579
77683,Ehmt1,euchromatic histone methyltransferase 1 isoform,chr2,24722957,24851761,NM_172545
77683,Ehmt1,euchromatic histone methyltransferase 1 isoform,chr2,24723736,24851764,NM_001012518
215705,Arrdc1,arrestin domain containing 1,chr2,24857515,24867326,NM_178408
67187,Zmynd19,melanin concentrating hormone receptor,chr2,24881964,24891576,NM_026021
67228,2810443J12Rik,hypothetical protein LOC67228,chr2,24894607,24905634,NM_026044
241274,BC027342,cDNA sequence BC027342,chr2,24908250,24986218,NM_146251
56876,Nelf,nasal embryonic LHRH factor,chr2,24986575,24995043,NM_020276
241275,Noxa1,NADPH oxidase activator 1,chr2,25017834,25027312,NM_172204
67122,Nrarp,Notch-regulated ankyrin repeat protein,chr2,25113185,25115488,NM_025980
227612,A830007P12Rik,hypothetical protein LOC227612,chr2,25124882,25128776,NM_146115
58202,A730008L03Rik,cofactor of BRCA1,chr2,25131879,25143544,NM_021393
68222,BC061039,hypothetical protein LOC68222,chr2,25150907,25154441,NM_026624
227613,Tubb2c,"tubulin, beta, 2",chr2,25154324,25156804,NM_146116
142681,Slc34a3,type IIc Na+/Pi-cotransporter,chr2,25161061,25166366,NM_080854
67859,2310002J15Rik,hypothetical protein LOC67859,chr2,25170989,25172060,NM_026415
68846,1110061N23Rik,hypothetical protein LOC68846,chr2,25175100,25176425,NM_176834
78797,Ndor1,NADPH dependent diflavin oxidoreductase 1,chr2,25176982,25187541,NM_178239
227615,C730025P13Rik,hypothetical protein LOC227615,chr2,25187616,25188454,NM_177344
97031,C430004E15Rik,hypothetical protein LOC97031,chr2,25194780,25202045,NM_175286
68475,Ssna1,Sjogren's syndrome nuclear autoantigen 1,chr2,25203203,25204572,NM_023464
99152,Anapc2,anaphase-promoting complex subunit 2,chr2,25204661,25218078,NM_175300
227618,BC004853,hypothetical protein LOC227618,chr2,25222109,25223339,NM_146117
14810,Grin1,"glutamate receptor, ionotropic, NMDA1 (zeta 1)",chr2,25224410,25251142,NM_008169
227619,Man1b1,"mannosidase, alpha, class 1B, member 1",chr2,25264918,25284373,NM_001029983
83768,Dpp7,dipeptidylpeptidase 7,chr2,25284452,25288495,NM_031843
12496,Entpd2,ectonucleoside triphosphate diphosphohydrolase,chr2,25328120,25333480,NM_009849
18146,Npdc1,"neural proliferation, differentiation and",chr2,25335245,25341656,NM_008721
14347,Fut7,fucosyltransferase 7,chr2,25355446,25358534,NM_013524
11305,Abca2,"ATP-binding cassette, sub-family A (ABC1),",chr2,25360932,25380362,NM_007379
69454,Clic3,chloride intracellular channel 3,chr2,25389005,25390935,NM_027085
227622,BC029214,hypothetical protein LOC227622,chr2,25391650,25393257,NM_153557
19215,Ptgds,prostaglandin H2 D-isomerase,chr2,25398874,25401892,NM_008963
77701,Lcn12,lipocalin 12,chr2,25423008,25426074,NM_029958
69379,1700013L23Rik,"complement component 8, gamma polypeptide",chr2,25430818,25432669,NM_027062
30839,Fbxw5,F-box and WD-40 domain protein 5,chr2,25432980,25437630,NM_013908
22030,Traf2,Tnf receptor-associated factor 2,chr2,25450144,25479051,NM_009422
59022,Edf1,endothelial differentiation-related factor 1,chr2,25490062,25494244,NM_021519
75454,Phpt1,phosphohistidine phosphatase,chr2,25505593,25507032,NM_029293
381353,Gm996,hypothetical protein LOC381353,chr2,25507593,25512262,NM_001005424
14133,Fcna,ficolin A,chr2,25556829,25560074,NM_007995
78076,Lcn8,lipocalin 8,chr2,25585280,25588377,NM_033145
13863,Lcn5,lipocalin 5,chr2,25590230,25593807,NM_007947
332578,Lcn10,lipocalin,chr2,25614888,25618244,NM_178036
227627,Lcn13,lipocalin 13,chr2,25632236,25635489,NM_153558
107771,Bmyc,brain expressed myelocytomatosis oncogene,chr2,25639041,25639880,NM_023326
16820,Lcn3,lipocalin 3,chr2,25697731,25700262,NM_010694
77704,Lcn9,lipocalin,chr2,25755315,25757700,NM_029959
227631,Gm110,gene model 110,chr2,25775165,25779411,NM_001001714
227632,Kcnt1,"potassium channel, subfamily T, member 1",chr2,25810023,25850434,NM_175462
98766,Ubadc1,putative glialblastoma cell,chr2,25930709,25953874,NM_133835
67991,Btbd14a,BTB (POZ) domain containing 14A isoform 1,chr2,25987698,26054974,NM_026495
67991,Btbd14a,BTB (POZ) domain containing 14A isoform 2,chr2,25987698,26024559,NM_001037098
16871,Lhx3,LIM homeobox protein 3,chr2,26133109,26140412,NM_010711
227638,Qscn6l1,quiescin Q6-like 1,chr2,26141293,26169562,NM_153559
329366,4932418E24Rik,hypothetical protein LOC329366,chr2,26203809,26226720,NM_177841
67839,Gpsm1,"G-protein signalling modulator 1 (AGS3-like, C.",chr2,26247702,26280398,NM_153410
227644,Snapc4,"small nuclear RNA activating complex,",chr2,26294938,26312782,NM_172339
68112,Sdccag3,serologically defined colon cancer antigen 3,chr2,26315525,26321446,NM_026563
68112,Sdccag3,serologically defined colon cancer antigen 3,chr2,26318835,26321469,NM_030155
66865,Pmpca,peptidase (mitochondrial processing) alpha,chr2,26321510,26329284,NM_173180
64436,Inpp5e,inositol polyphosphate-5-phosphatase E,chr2,26328413,26341351,NM_033134
227648,AU024582,hypothetical protein LOC227648,chr2,26341600,26360509,NM_153125
18128,Notch1,Notch gene homolog 1,chr2,26390198,26435800,NM_008714
353156,Egfl7,vascular endothelial statin isoform 1 precursor,chr2,26513245,26524844,NM_178444
353156,Egfl7,vascular endothelial statin isoform 2 precursor,chr2,26516031,26524844,NM_198725
353156,Egfl7,vascular endothelial statin isoform 1 precursor,chr2,26516042,26524844,NM_198724
67512,Agpat2,1-acylglycerol-3-phosphate O-acyltransferase 2,chr2,26525749,26536373,NM_026212
56279,B230317C12Rik,hypothetical protein LOC56279,chr2,26560634,26568657,NM_019833
16821,Lcn4,lipocalin 4,chr2,26599836,26603445,NM_010695
80908,Abo,cis-AB transferase,chr2,26774665,26797142,NM_030718
20935,Surf6,surfeit gene 6,chr2,26822935,26834976,NM_009298
20933,Surf5,surfeit gene 5 isoform 1,chr2,26837429,26842805,NM_011513
20933,Surf5,surfeit gene 5 isoform 2,chr2,26837429,26842805,NM_001033908
27176,Rpl7a,ribosomal protein L7a,chr2,26842969,26845474,NM_013721
20930,Surf1,surfeit gene 1,chr2,26845599,26848494,NM_013677
20931,Surf2,surfeit gene 2,chr2,26848583,26852331,NM_013678
20932,Surf4,surfeit gene 4,chr2,26852201,26866091,NM_011512
279029,Gm711,hypothetical protein LOC279029,chr2,26866231,26885658,NM_198628
227656,Rexo4,XPMC2 prevents mitotic catastrophe 2 homolog,chr2,26885728,26896549,NM_207234
279028,Adamts13,a disintegrin-like and metalloprotease,chr2,26905699,26941610,NM_001001322
381356,5930434B04Rik,hypothetical protein LOC381356,chr2,26942112,26953252,NM_029862
227659,Slc2a6,solute carrier family 2 (facilitated glucose,chr2,26953530,26960151,NM_172659
66139,1110002H13Rik,hypothetical protein LOC66139,chr2,26993835,27004324,NM_025376
77794,Adamtsl2,ADAMTS-like 2,chr2,27011543,27040776,NM_029981
109349,C630035N08Rik,hypothetical protein LOC109349,chr2,27044165,27074637,NM_175427
140858,Wdr5,WD repeat domain 5,chr2,27090413,27468696,NM_080848
13166,Dbh,dopamine beta hydroxylase,chr2,27097395,27115082,NM_138942
192166,Sardh,sarcosine dehydrogenase,chr2,27121545,27178975,NM_138665
22325,Vav2,Vav2 oncogene,chr2,27195797,27358988,NM_009500
67382,Brd3,bromodomain containing 3,chr2,27379981,27407351,NM_023336
20181,Rxra,retinoid X receptor alpha,chr2,27609432,27692346,NM_011305
12831,Col5a1,"procollagen, type V, alpha 1",chr2,27818847,27969687,NM_015734
14134,Fcnb,ficolin B,chr2,28008641,28017041,NM_010190
56177,Olfm1,olfactomedin 1 isoform 1,chr2,28137838,28162623,NM_019498
241289,Gm347,hypothetical protein LOC241289,chr2,28380103,28387670,NM_001005420
118451,Mrps2,mitochondrial ribosomal protein S2,chr2,28400228,28403340,NM_080452
227671,Gbgt1,globoside,chr2,28429928,28437556,NM_139197
19730,Ralgds,ral guanine nucleotide dissociation stimulator,chr2,28445493,28485233,NM_009058
12613,Cel,carboxyl ester lipase,chr2,28487984,28495525,NM_009885
70239,Gtf3c5,general transcription factor III polypeptide 5,chr2,28498480,28515409,NM_148928
14582,Gfi1b,growth factor independent 1B,chr2,28541620,28554108,NM_008114
64930,Tsc1,tuberous sclerosis 1,chr2,28573405,28623330,NM_022887
69987,1700026L06Rik,Rsb-66 protein,chr2,28624242,28631814,NM_027283
68870,1190002A17Rik,hypothetical protein LOC68870,chr2,28632326,28745320,NM_001033874
269252,Gtf3c4,"general transcription factor IIIC, polypeptide",chr2,28757737,28772449,NM_172977
227674,Ddx31,DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 31,chr2,28772899,28837733,NM_001033294
54422,Barhl1,BarH-like 1,chr2,28839846,28848585,NM_019446
22130,Ttf1,transcription termination factor 1,chr2,28992439,29019256,NM_009442
269254,Als4,amyotrophic lateral sclerosis 4 homolog,chr2,29086246,29114634,NM_198033
171171,Ntng2,netrin G2 isoform a,chr2,29126984,29180203,NM_133500
171171,Ntng2,netrin G2 isoform b,chr2,29126984,29180203,NM_133501
68975,Crsp8,transcriptional co-activator CRSP8 homolog,chr2,29278998,29456951,NM_026896
107746,Rapgef1,Rap guanine nucleotide exchange factor (GEF) 1,chr2,29551949,29670493,NM_054050
227682,Trub2,TruB pseudouridine (psi) synthase homolog 2,chr2,29708273,29720665,NM_145520
227683,Coq4,coenzyme Q4 homolog,chr2,29720425,29729906,NM_178693
26569,Slc27a4,solute carrier family 27 (fatty acid,chr2,29734842,29749685,NM_011989
68205,2900073H19Rik,hypothetical protein LOC68205,chr2,29759551,29777159,NM_026615
99151,2600006K01Rik,cerebral endothelial cell adhesion molecule 1,chr2,29801656,29815002,NM_207298
18286,Odf2,outer dense fiber of sperm tails 2 isoform 1,chr2,29822262,29854699,NM_013615
74412,Gle1l,GLE1 RNA export mediator-like (yeast,chr2,29867589,29890818,NM_028923
71820,Wdr34,WD repeat domain 34,chr2,29963722,29980986,NM_001008498
56086,Set,SET translocation,chr2,29994205,30003955,NM_023871
263803,Pkn3,protein kinase N3,chr2,30010928,30023182,NM_153805
227693,Zyg11bl,zyg-11 homolog B (C. elegans)-like,chr2,30029446,30056617,NM_178694
70296,Tbc1d13,"TBC1 domain family, member 13",chr2,30066030,30084176,NM_146252
13804,Endog,endonuclease G,chr2,30103686,30106232,NM_007931
227695,D2Wsu81e,hypothetical protein LOC227695,chr2,30105635,30110618,NM_172660
70266,Ccbl1,cysteine conjugate-beta lyase 1,chr2,30117295,30137862,NM_172404
241296,Lrrc8,leucine-rich repeat-containing 8,chr2,30169931,30195953,NM_177725
227696,Phyhd1,phytanoyl-CoA dioxygenase domain containing 1,chr2,30198711,30214308,NM_172267
227697,Tmem15,transmembrane protein 15,chr2,30216424,30218242,NM_177648
227699,Nup188,nucleoporin 188,chr2,30218595,30276425,NM_198304
227700,Sh3glb2,SH3-domain GRB2-like endophilin B2,chr2,30276973,30291394,NM_139302
108958,5730472N09Rik,hypothetical protein LOC108958,chr2,30296497,30317682,NM_175392
57170,Dolpp1,dolichyl pyrophosphate phosphatase 1,chr2,30324578,30332690,NM_020329
12908,Crat,carnitine acetyltransferase,chr2,30334148,30347623,NM_007760
110854,Ppp2r4,"protein phosphatase 2A, regulatory subunit B (PR",chr2,30348212,30379965,NM_138748
72500,Ier5l,immediate early response 5-like,chr2,30403700,30406382,NM_030244
78617,Cstad,"CSA-conditional, T cell activation-dependent",chr2,30527206,30541079,NM_030137
73598,1700001O22Rik,hypothetical protein LOC73598,chr2,30727726,30733870,NM_198000
66617,2610205E22Rik,hypothetical protein LOC66617,chr2,30740139,30755176,NM_170592
72323,Asb6,ankyrin repeat and SOCS box-containing protein,chr2,30755259,30762496,NM_133346
20204,Prrx2,paired related homeobox 2,chr2,30777443,30813414,NM_009116
64292,Ptges,prostaglandin E synthase,chr2,30821634,30835460,NM_022415
30934,Tor1b,"torsin family 1, member B",chr2,30885164,30890429,NM_133673
30931,Tor1a,torsin A,chr2,30892790,30900047,NM_144884
227707,BC005624,cDNA sequence BC005624,chr2,30904999,30914049,NM_144885
74270,Usp20,ubiquitin specific protease 20,chr2,30928206,30955745,NM_028846
14269,Fnbp1,formin binding protein 1,chr2,30985398,31074102,NM_019406
277463,AI790205,expressed sequence AI790205,chr2,31084496,31148730,NM_178760
14299,Freq,frequenin homolog,chr2,31178085,31227632,NM_019681
227712,BC034076,hypothetical protein LOC227712,chr2,31370224,31392877,NM_177649
11898,Ass1,argininosuccinate synthetase,chr2,31402432,31452833,NM_007494
227715,Exosc2,exosome component 2,chr2,31602898,31613468,NM_144886
11350,Abl1,v-abl Abelson murine leukemia oncogene 1,chr2,31692142,31736390,NM_009594
227717,P518,P518 precursor,chr2,31738330,31742681,NM_183424
98970,Fibcd1,fibrinogen C domain containing 1,chr2,31745456,31778129,NM_178887
23928,Lamc3,laminin gamma 3,chr2,31819443,31878698,NM_011836
108897,2810003C17Rik,ionized calcium binding adapter molecule 2,chr2,31882465,31905604,NM_145144
241303,A130092J06Rik,hypothetical protein LOC241303,chr2,31999049,32015868,NM_175511
227721,Ppapdc3,phosphatidic acid phosphatase type 2 domain,chr2,32027813,32042983,NM_145521
227723,5830434P21Rik,hypothetical protein LOC227723,chr2,32083319,32166685,NM_172661
99011,Pomt1,protein O-mannosyltransferase 1,chr2,32168845,32187166,NM_145145
22245,Uck1,uridine-cytidine kinase 1,chr2,32187166,32192225,NM_011675
72931,2900010J23Rik,hypothetical protein LOC72931,chr2,32210979,32220176,NM_175190
